name,gender,gender_probability,age,age_group,country_id,country_name,country_probability
Stage4B500k-2026-05-05T20-00-42Z-861,male,0.61,30,adult,UG,Uganda,0.98
Stage4B500k-2026-05-05T20-00-42Z-862,female,0.62,31,adult,TZ,Tanzania,0.99
Stage4B500k-2026-05-05T20-00-42Z-863,male,0.63,32,adult,SN,Senegal,1.00
Stage4B500k-2026-05-05T20-00-42Z-864,female,0.64,33,adult,CM,Cameroon,0.01
Stage4B500k-2026-05-05T20-00-42Z-865,male,0.65,34,adult,NG,Nigeria,0.02
Stage4B500k-2026-05-05T20-00-42Z-866,female,0.66,35,adult,GH,Ghana,0.03
Stage4B500k-2026-05-05T20-00-42Z-867,male,0.67,36,adult,KE,Kenya,0.04
Stage4B500k-2026-05-05T20-00-42Z-868,female,0.68,37,adult,ZA,South Africa,0.05
Stage4B500k-2026-05-05T20-00-42Z-869,male,0.69,38,adult,UG,Uganda,0.06
Stage4B500k-2026-05-05T20-00-42Z-870,female,0.70,39,adult,TZ,Tanzania,0.07
Stage4B500k-2026-05-05T20-00-42Z-871,male,0.71,40,adult,SN,Senegal,0.08
Stage4B500k-2026-05-05T20-00-42Z-872,female,0.72,41,adult,CM,Cameroon,0.09
Stage4B500k-2026-05-05T20-00-42Z-873,male,0.73,42,adult,NG,Nigeria,0.10
Stage4B500k-2026-05-05T20-00-42Z-874,female,0.74,43,adult,GH,Ghana,0.11
Stage4B500k-2026-05-05T20-00-42Z-875,male,0.75,44,adult,KE,Kenya,0.12
Stage4B500k-2026-05-05T20-00-42Z-876,female,0.76,45,adult,ZA,South Africa,0.13
Stage4B500k-2026-05-05T20-00-42Z-877,male,0.77,46,adult,UG,Uganda,0.14
Stage4B500k-2026-05-05T20-00-42Z-878,female,0.78,47,adult,TZ,Tanzania,0.15
Stage4B500k-2026-05-05T20-00-42Z-879,male,0.79,48,adult,SN,Senegal,0.16
Stage4B500k-2026-05-05T20-00-42Z-880,female,0.80,49,adult,CM,Cameroon,0.17
Stage4B500k-2026-05-05T20-00-42Z-881,male,0.81,50,adult,NG,Nigeria,0.18
Stage4B500k-2026-05-05T20-00-42Z-882,female,0.82,51,adult,GH,Ghana,0.19
Stage4B500k-2026-05-05T20-00-42Z-883,male,0.83,52,adult,KE,Kenya,0.20
Stage4B500k-2026-05-05T20-00-42Z-884,female,0.84,53,adult,ZA,South Africa,0.21
Stage4B500k-2026-05-05T20-00-42Z-885,male,0.85,54,adult,UG,Uganda,0.22
Stage4B500k-2026-05-05T20-00-42Z-886,female,0.86,55,adult,TZ,Tanzania,0.23
Stage4B500k-2026-05-05T20-00-42Z-887,male,0.87,56,adult,SN,Senegal,0.24
Stage4B500k-2026-05-05T20-00-42Z-888,female,0.88,57,adult,CM,Cameroon,0.25
Stage4B500k-2026-05-05T20-00-42Z-889,male,0.89,58,adult,NG,Nigeria,0.26
Stage4B500k-2026-05-05T20-00-42Z-890,female,0.90,59,adult,GH,Ghana,0.27
Stage4B500k-2026-05-05T20-00-42Z-891,male,0.91,60,adult,KE,Kenya,0.28
Stage4B500k-2026-05-05T20-00-42Z-892,female,0.92,61,adult,ZA,South Africa,0.29
Stage4B500k-2026-05-05T20-00-42Z-893,male,0.93,62,adult,UG,Uganda,0.30
Stage4B500k-2026-05-05T20-00-42Z-894,female,0.94,63,adult,TZ,Tanzania,0.31
Stage4B500k-2026-05-05T20-00-42Z-895,male,0.95,64,adult,SN,Senegal,0.32
Stage4B500k-2026-05-05T20-00-42Z-896,female,0.96,65,adult,CM,Cameroon,0.33
Stage4B500k-2026-05-05T20-00-42Z-897,male,0.97,66,adult,NG,Nigeria,0.34
Stage4B500k-2026-05-05T20-00-42Z-898,female,0.98,67,adult,GH,Ghana,0.35
Stage4B500k-2026-05-05T20-00-42Z-899,male,0.99,68,adult,KE,Kenya,0.36
Stage4B500k-2026-05-05T20-00-42Z-900,female,1.00,69,adult,ZA,South Africa,0.37
Stage4B500k-2026-05-05T20-00-42Z-901,male,0.01,70,adult,UG,Uganda,0.38
Stage4B500k-2026-05-05T20-00-42Z-902,female,0.02,18,adult,TZ,Tanzania,0.39
Stage4B500k-2026-05-05T20-00-42Z-903,male,0.03,19,adult,SN,Senegal,0.40
Stage4B500k-2026-05-05T20-00-42Z-904,female,0.04,20,adult,CM,Cameroon,0.41
Stage4B500k-2026-05-05T20-00-42Z-905,male,0.05,21,adult,NG,Nigeria,0.42
Stage4B500k-2026-05-05T20-00-42Z-906,female,0.06,22,adult,GH,Ghana,0.43
Stage4B500k-2026-05-05T20-00-42Z-907,male,0.07,23,adult,KE,Kenya,0.44
Stage4B500k-2026-05-05T20-00-42Z-908,female,0.08,24,adult,ZA,South Africa,0.45
Stage4B500k-2026-05-05T20-00-42Z-909,male,0.09,25,adult,UG,Uganda,0.46
Stage4B500k-2026-05-05T20-00-42Z-910,female,0.10,26,adult,TZ,Tanzania,0.47
Stage4B500k-2026-05-05T20-00-42Z-911,male,0.11,27,adult,SN,Senegal,0.48
Stage4B500k-2026-05-05T20-00-42Z-912,female,0.12,28,adult,CM,Cameroon,0.49
Stage4B500k-2026-05-05T20-00-42Z-913,male,0.13,29,adult,NG,Nigeria,0.50
Stage4B500k-2026-05-05T20-00-42Z-914,female,0.14,30,adult,GH,Ghana,0.51
Stage4B500k-2026-05-05T20-00-42Z-915,male,0.15,31,adult,KE,Kenya,0.52
Stage4B500k-2026-05-05T20-00-42Z-916,female,0.16,32,adult,ZA,South Africa,0.53
Stage4B500k-2026-05-05T20-00-42Z-917,male,0.17,33,adult,UG,Uganda,0.54
Stage4B500k-2026-05-05T20-00-42Z-918,female,0.18,34,adult,TZ,Tanzania,0.55
Stage4B500k-2026-05-05T20-00-42Z-919,male,0.19,35,adult,SN,Senegal,0.56
Stage4B500k-2026-05-05T20-00-42Z-920,female,0.20,36,adult,CM,Cameroon,0.57
Stage4B500k-2026-05-05T20-00-42Z-921,male,0.21,37,adult,NG,Nigeria,0.58
Stage4B500k-2026-05-05T20-00-42Z-922,female,0.22,38,adult,GH,Ghana,0.59
Stage4B500k-2026-05-05T20-00-42Z-923,male,0.23,39,adult,KE,Kenya,0.60
Stage4B500k-2026-05-05T20-00-42Z-924,female,0.24,40,adult,ZA,South Africa,0.61
Stage4B500k-2026-05-05T20-00-42Z-925,male,0.25,41,adult,UG,Uganda,0.62
Stage4B500k-2026-05-05T20-00-42Z-926,female,0.26,42,adult,TZ,Tanzania,0.63
Stage4B500k-2026-05-05T20-00-42Z-927,male,0.27,43,adult,SN,Senegal,0.64
Stage4B500k-2026-05-05T20-00-42Z-928,female,0.28,44,adult,CM,Cameroon,0.65
Stage4B500k-2026-05-05T20-00-42Z-929,male,0.29,45,adult,NG,Nigeria,0.66
Stage4B500k-2026-05-05T20-00-42Z-930,female,0.30,46,adult,GH,Ghana,0.67
Stage4B500k-2026-05-05T20-00-42Z-931,male,0.31,47,adult,KE,Kenya,0.68
Stage4B500k-2026-05-05T20-00-42Z-932,female,0.32,48,adult,ZA,South Africa,0.69
Stage4B500k-2026-05-05T20-00-42Z-933,male,0.33,49,adult,UG,Uganda,0.70
Stage4B500k-2026-05-05T20-00-42Z-934,female,0.34,50,adult,TZ,Tanzania,0.71
Stage4B500k-2026-05-05T20-00-42Z-935,male,0.35,51,adult,SN,Senegal,0.72
Stage4B500k-2026-05-05T20-00-42Z-936,female,0.36,52,adult,CM,Cameroon,0.73
Stage4B500k-2026-05-05T20-00-42Z-937,male,0.37,53,adult,NG,Nigeria,0.74
Stage4B500k-2026-05-05T20-00-42Z-938,female,0.38,54,adult,GH,Ghana,0.75
Stage4B500k-2026-05-05T20-00-42Z-939,male,0.39,55,adult,KE,Kenya,0.76
Stage4B500k-2026-05-05T20-00-42Z-940,female,0.40,56,adult,ZA,South Africa,0.77
Stage4B500k-2026-05-05T20-00-42Z-941,male,0.41,57,adult,UG,Uganda,0.78
Stage4B500k-2026-05-05T20-00-42Z-942,female,0.42,58,adult,TZ,Tanzania,0.79
Stage4B500k-2026-05-05T20-00-42Z-943,male,0.43,59,adult,SN,Senegal,0.80
Stage4B500k-2026-05-05T20-00-42Z-944,female,0.44,60,adult,CM,Cameroon,0.81
Stage4B500k-2026-05-05T20-00-42Z-945,male,0.45,61,adult,NG,Nigeria,0.82
Stage4B500k-2026-05-05T20-00-42Z-946,female,0.46,62,adult,GH,Ghana,0.83
Stage4B500k-2026-05-05T20-00-42Z-947,male,0.47,63,adult,KE,Kenya,0.84
Stage4B500k-2026-05-05T20-00-42Z-948,female,0.48,64,adult,ZA,South Africa,0.85
Stage4B500k-2026-05-05T20-00-42Z-949,male,0.49,65,adult,UG,Uganda,0.86
Stage4B500k-2026-05-05T20-00-42Z-950,female,0.50,66,adult,TZ,Tanzania,0.87
Stage4B500k-2026-05-05T20-00-42Z-951,male,0.51,67,adult,SN,Senegal,0.88
Stage4B500k-2026-05-05T20-00-42Z-952,female,0.52,68,adult,CM,Cameroon,0.89
Stage4B500k-2026-05-05T20-00-42Z-953,male,0.53,69,adult,NG,Nigeria,0.90
Stage4B500k-2026-05-05T20-00-42Z-954,female,0.54,70,adult,GH,Ghana,0.91
Stage4B500k-2026-05-05T20-00-42Z-955,male,0.55,18,adult,KE,Kenya,0.92
Stage4B500k-2026-05-05T20-00-42Z-956,female,0.56,19,adult,ZA,South Africa,0.93
Stage4B500k-2026-05-05T20-00-42Z-957,male,0.57,20,adult,UG,Uganda,0.94
Stage4B500k-2026-05-05T20-00-42Z-958,female,0.58,21,adult,TZ,Tanzania,0.95
Stage4B500k-2026-05-05T20-00-42Z-959,male,0.59,22,adult,SN,Senegal,0.96
Stage4B500k-2026-05-05T20-00-42Z-960,female,0.60,23,adult,CM,Cameroon,0.97
Stage4B500k-2026-05-05T20-00-42Z-961,male,0.61,24,adult,NG,Nigeria,0.98
Stage4B500k-2026-05-05T20-00-42Z-962,female,0.62,25,adult,GH,Ghana,0.99
Stage4B500k-2026-05-05T20-00-42Z-963,male,0.63,26,adult,KE,Kenya,1.00
Stage4B500k-2026-05-05T20-00-42Z-964,female,0.64,27,adult,ZA,South Africa,0.01
Stage4B500k-2026-05-05T20-00-42Z-965,male,0.65,28,adult,UG,Uganda,0.02
Stage4B500k-2026-05-05T20-00-42Z-966,female,0.66,29,adult,TZ,Tanzania,0.03
Stage4B500k-2026-05-05T20-00-42Z-967,male,0.67,30,adult,SN,Senegal,0.04
Stage4B500k-2026-05-05T20-00-42Z-968,female,0.68,31,adult,CM,Cameroon,0.05
Stage4B500k-2026-05-05T20-00-42Z-969,male,0.69,32,adult,NG,Nigeria,0.06
Stage4B500k-2026-05-05T20-00-42Z-970,female,0.70,33,adult,GH,Ghana,0.07
Stage4B500k-2026-05-05T20-00-42Z-971,male,0.71,34,adult,KE,Kenya,0.08
Stage4B500k-2026-05-05T20-00-42Z-972,female,0.72,35,adult,ZA,South Africa,0.09
Stage4B500k-2026-05-05T20-00-42Z-973,male,0.73,36,adult,UG,Uganda,0.10
Stage4B500k-2026-05-05T20-00-42Z-974,female,0.74,37,adult,TZ,Tanzania,0.11
Stage4B500k-2026-05-05T20-00-42Z-975,male,0.75,38,adult,SN,Senegal,0.12
Stage4B500k-2026-05-05T20-00-42Z-976,female,0.76,39,adult,CM,Cameroon,0.13
Stage4B500k-2026-05-05T20-00-42Z-977,male,0.77,40,adult,NG,Nigeria,0.14
Stage4B500k-2026-05-05T20-00-42Z-978,female,0.78,41,adult,GH,Ghana,0.15
Stage4B500k-2026-05-05T20-00-42Z-979,male,0.79,42,adult,KE,Kenya,0.16
Stage4B500k-2026-05-05T20-00-42Z-980,female,0.80,43,adult,ZA,South Africa,0.17
Stage4B500k-2026-05-05T20-00-42Z-981,male,0.81,44,adult,UG,Uganda,0.18
Stage4B500k-2026-05-05T20-00-42Z-982,female,0.82,45,adult,TZ,Tanzania,0.19
Stage4B500k-2026-05-05T20-00-42Z-983,male,0.83,46,adult,SN,Senegal,0.20
Stage4B500k-2026-05-05T20-00-42Z-984,female,0.84,47,adult,CM,Cameroon,0.21
Stage4B500k-2026-05-05T20-00-42Z-985,male,0.85,48,adult,NG,Nigeria,0.22
Stage4B500k-2026-05-05T20-00-42Z-986,female,0.86,49,adult,GH,Ghana,0.23
Stage4B500k-2026-05-05T20-00-42Z-987,male,0.87,50,adult,KE,Kenya,0.24
Stage4B500k-2026-05-05T20-00-42Z-988,female,0.88,51,adult,ZA,South Africa,0.25
Stage4B500k-2026-05-05T20-00-42Z-989,male,0.89,52,adult,UG,Uganda,0.26
Stage4B500k-2026-05-05T20-00-42Z-990,female,0.90,53,adult,TZ,Tanzania,0.27
Stage4B500k-2026-05-05T20-00-42Z-991,male,0.91,54,adult,SN,Senegal,0.28
Stage4B500k-2026-05-05T20-00-42Z-992,female,0.92,55,adult,CM,Cameroon,0.29
Stage4B500k-2026-05-05T20-00-42Z-993,male,0.93,56,adult,NG,Nigeria,0.30
Stage4B500k-2026-05-05T20-00-42Z-994,female,0.94,57,adult,GH,Ghana,0.31
Stage4B500k-2026-05-05T20-00-42Z-995,male,0.95,58,adult,KE,Kenya,0.32
Stage4B500k-2026-05-05T20-00-42Z-996,female,0.96,59,adult,ZA,South Africa,0.33
Stage4B500k-2026-05-05T20-00-42Z-997,male,0.97,60,adult,UG,Uganda,0.34
Stage4B500k-2026-05-05T20-00-42Z-998,female,0.98,61,adult,TZ,Tanzania,0.35
Stage4B500k-2026-05-05T20-00-42Z-999,male,0.99,62,adult,SN,Senegal,0.36
Stage4B500k-2026-05-05T20-00-42Z-1000,female,1.00,63,adult,CM,Cameroon,0.37
